rtime,src,dst,sp,dp,size,tag
223423,31,33,29683,19940,1237798,114
223430,31,32,29683,19940,1239589,114
223440,33,32,29683,19940,1238870,114
223456,31,32,29683,19940,1240200,114
223457,31,33,29683,19940,1240407,114
223458,32,33,29683,19940,1242357,114
223458,32,31,29683,19940,1240515,114
223459,21,22,33319,45279,1379657,84
223463,23,22,33319,45279,1378582,84
223474,33,31,29683,19940,1241024,114
223478,21,23,33319,45279,1378369,84
223478,33,32,29683,19940,1241061,114
223479,21,22,33319,45279,1384731,84
223481,31,33,29683,19940,1243105,114
223482,32,33,29683,19940,1241620,114
223482,31,32,29683,19940,1244419,114
223482,32,31,29683,19940,1240946,114
223484,22,23,33319,45279,1382623,84
223493,23,22,33319,45279,1377542,84
223500,32,31,29683,19940,1241719,114
223508,32,33,29683,19940,1239047,114
223509,22,23,33319,45279,1383620,84
223530,32,33,29683,19940,1243635,114
223548,22,21,33319,45279,1383785,84
223552,23,21,33319,45279,1378505,84
223561,33,31,29683,19940,1242502,114
223564,22,21,33319,45279,1378389,84
223622,22,21,33319,45279,1384940,84
223777,23,21,33319,45279,1380242,84
223788,23,21,33319,45279,1382177,84
223884,12,13,40794,36950,7625184,3
223995,11,13,40794,36950,6448087,3
224458,43,42,52093,45763,1667227,118
224473,43,41,52093,45763,1660597,118
224479,41,42,52093,45763,1662704,118
224496,41,42,52093,45763,1665816,118
224507,42,41,52093,45763,1662935,118
224514,43,41,52093,45763,1659289,118
224538,42,41,52093,45763,1663563,118
224557,42,41,52093,45763,1655850,118
224566,41,43,52093,45763,1659030,118
224581,42,43,52093,45763,1661612,118
224584,41,42,52093,45763,1665710,118
224585,42,41,52093,45763,1663212,118
224599,41,43,52093,45763,1656996,118
224607,41,42,52093,45763,1660402,118
224611,43,41,52093,45763,1660791,118
224612,42,43,52093,45763,1658751,118
224635,41,43,52093,45763,1663292,118
224646,43,41,52093,45763,1660624,118
224650,42,43,52093,45763,1657573,118
224675,42,43,52093,45763,1665090,118
224679,41,43,52093,45763,1660934,118
224684,43,42,52093,45763,1661020,118
224703,43,42,52093,45763,1661010,118
224719,43,42,52093,45763,1656062,118
225937,43,41,52093,45763,1664847,118
225968,42,41,52093,45763,1657404,118
225987,41,43,52093,45763,1659647,118
225999,42,43,52093,45763,1659613,118
226006,43,41,52093,45763,1658068,118
226024,41,43,52093,45763,1656760,118
226036,42,43,52093,45763,1658477,118
226038,42,41,52093,45763,1659711,118
226051,43,41,52093,45763,1658666,118
226066,42,41,52093,45763,1664002,118
226080,43,41,52093,45763,1658819,118
226114,42,41,52093,45763,1656538,118
226145,41,43,52093,45763,1657107,118
226205,41,43,52093,45763,1659627,118
226212,43,42,52093,45763,1662915,118
226215,42,43,52093,45763,1665624,118
226233,41,42,52093,45763,1660658,118
226240,43,42,52093,45763,1660931,118
226262,41,42,52093,45763,1665016,118
226264,43,42,52093,45763,1657321,118
226293,43,42,52093,45763,1654934,118
226302,41,42,52093,45763,1662617,118
226311,42,43,52093,45763,1661691,118
226343,41,42,52093,45763,1655479,118
228651,43,41,52093,45763,1660161,119
228675,43,42,52093,45763,1658958,119
228678,42,41,52093,45763,1655307,119
228683,43,41,52093,45763,1662730,119
228685,42,43,52093,45763,1664351,119
228686,41,43,52093,45763,1663811,119
228696,41,42,52093,45763,1660373,119
228708,43,41,52093,45763,1660888,119
228714,41,42,52093,45763,1659416,119
228715,42,43,52093,45763,1664793,119
228725,43,41,52093,45763,1660203,119
228729,41,42,52093,45763,1664094,119
228745,41,42,52093,45763,1659695,119
228746,43,42,52093,45763,1656812,119
228757,41,43,52093,45763,1656850,119
228768,42,41,52093,45763,1657484,119
228772,42,43,52093,45763,1664450,119
228783,41,43,52093,45763,1663257,119
228792,42,41,52093,45763,1664004,119
228803,42,43,52093,45763,1665522,119
228808,41,43,52093,45763,1662089,119
228815,42,41,52093,45763,1658598,119
228833,43,42,52093,45763,1653861,119
228847,43,42,52093,45763,1662591,119
229105,43,41,52093,45763,1667268,119
229120,43,41,52093,45763,1661402,119
229138,42,41,52093,45763,1658750,119
229139,43,41,52093,45763,1661472,119
229155,41,43,52093,45763,1658984,119
229159,42,43,52093,45763,1661867,119
229172,43,41,52093,45763,1656450,119
229184,41,43,52093,45763,1663280,119
229186,42,43,52093,45763,1657905,119
229208,42,41,52093,45763,1666221,119
229227,42,43,52093,45763,1658806,119
229232,43,42,52093,45763,1661388,119
229238,41,43,52093,45763,1657407,119
229245,42,43,52093,45763,1665794,119
229253,41,42,52093,45763,1662055,119
229257,43,42,52093,45763,1659490,119
229260,42,41,52093,45763,1656299,119
229270,41,43,52093,45763,1661360,119
229274,43,42,52093,45763,1661055,119
229296,43,42,52093,45763,1660617,119
229309,41,42,52093,45763,1662463,119
229335,41,42,52093,45763,1663517,119
229338,42,41,52093,45763,1660114,119
229360,41,42,52093,45763,1661658,119
229401,43,41,52093,45763,1663212,119
229434,42,41,52093,45763,1662765,119
229446,43,41,52093,45763,1657631,119
229450,41,43,52093,45763,1665463,119
229451,42,43,52093,45763,1664368,119
229479,41,43,52093,45763,1660279,119
229484,42,43,52093,45763,1658364,119
229502,43,41,52093,45763,1659139,119
229514,42,43,52093,45763,1660042,119
229515,41,43,52093,45763,1662074,119
229522,42,41,52093,45763,1655700,119
229526,43,41,52093,45763,1659122,119
229555,42,41,52093,45763,1664425,119
229560,41,43,52093,45763,1655864,119
229572,42,43,52093,45763,1661171,119
229578,43,42,52093,45763,1661968,119
229578,42,41,52093,45763,1657148,119
229599,41,42,52093,45763,1660287,119
229612,43,42,52093,45763,1657225,119
229634,41,42,52093,45763,1657529,119
229657,41,42,52093,45763,1657960,119
229657,43,42,52093,45763,1657424,119
229701,43,42,52093,45763,1661341,119
229709,41,42,52093,45763,1660380,119
234666,11,13,40794,36950,7041405,4
234672,12,13,40794,36950,7028683,4
234718,13,12,40794,36950,7031974,4
234773,12,13,40794,36950,7024309,4
234784,13,12,40794,36950,7037628,4
234789,12,11,40794,36950,7030314,4
234821,13,11,40794,36950,7038144,4
234838,12,13,40794,36950,7040862,4
234846,13,12,40794,36950,7030350,4
234902,11,12,40794,36950,7033682,4
234903,12,13,40794,36950,7049425,4
234961,11,13,40794,36950,7031237,4
234985,13,11,40794,36950,7041907,4
235027,11,13,40794,36950,7040128,4
235055,13,11,40794,36950,7031822,4
235092,11,13,40794,36950,7033397,4
235119,13,11,40794,36950,7033514,4
235149,13,12,40794,36950,7034572,4
235235,12,11,40794,36950,7036048,4
235240,11,12,40794,36950,7051649,4
235419,12,11,40794,36950,7034491,4
235458,11,12,40794,36950,7035085,4
235486,12,11,40794,36950,7047339,4
235519,11,12,40794,36950,7040736,4
236268,11,13,40794,36950,7043576,4
236272,12,13,40794,36950,7036382,4
236416,11,13,40794,36950,7042975,4
236514,11,13,40794,36950,7034463,4
236536,13,11,40794,36950,7032380,4
236541,12,11,40794,36950,7044437,4
236597,11,13,40794,36950,7045486,4
236705,12,13,40794,36950,7030753,4
236708,13,12,40794,36950,7031747,4
236768,11,12,40794,36950,7035228,4
236793,12,11,40794,36950,7034653,4
236799,13,12,40794,36950,7038153,4
236817,13,11,40794,36950,7041398,4
236841,12,13,40794,36950,7033432,4
236865,11,12,40794,36950,7042171,4
236939,11,12,40794,36950,7033807,4
236943,12,11,40794,36950,7030313,4
236964,13,11,40794,36950,7038778,4
236994,12,13,40794,36950,7046320,4
237042,13,11,40794,36950,7032083,4
237257,13,12,40794,36950,7028632,4
237329,11,12,40794,36950,7037675,4
237345,12,11,40794,36950,7026576,4
237379,13,12,40794,36950,7037964,4
237532,11,13,40794,36950,7034213,4
237535,12,13,40794,36950,7035332,4
237735,12,13,40794,36950,7033703,4
237762,12,11,40794,36950,7040286,4
237778,13,11,40794,36950,7035255,4
237839,12,13,40794,36950,7028905,4
237876,11,13,40794,36950,7039898,4
237879,13,11,40794,36950,7043152,4
237932,12,11,40794,36950,7030569,4
238019,13,11,40794,36950,7035505,4
238116,12,11,40794,36950,7031611,4
238119,13,12,40794,36950,7038521,4
238127,11,12,40794,36950,7030590,4
238209,13,11,40794,36950,7031537,4
238235,11,12,40794,36950,7043163,4
238284,13,12,40794,36950,7034704,4
238338,11,13,40794,36950,7034207,4
238370,12,13,40794,36950,7035553,4
238424,11,12,40794,36950,7046581,4
238442,12,11,40794,36950,7036354,4
238512,11,13,40794,36950,7042560,4
238519,13,12,40794,36950,7033609,4
238644,13,12,40794,36950,7043879,4
238645,11,12,40794,36950,7035520,4
239607,21,22,10466,57543,2088982,105
239607,21,23,10466,57543,2088524,105
239623,23,21,10466,57543,1760519,105
239643,23,22,10466,57543,1765849,105
239645,22,23,10466,57543,1933879,105
239668,22,21,10466,57543,1923015,105
239668,21,23,10466,57543,2080381,105
239674,21,22,10466,57543,2088466,105
239692,23,21,10466,57543,1759122,105
239712,23,22,10466,57543,1769888,105
239723,23,21,10466,57543,1761676,105
239723,21,22,10466,57543,2088460,105
239729,22,21,10466,57543,1925610,105
239740,21,23,10466,57543,2082123,105
239746,22,23,10466,57543,1918358,105
239762,23,22,10466,57543,1768301,105
239764,23,21,10466,57543,1760624,105
239771,21,22,10466,57543,2092354,105
239774,22,23,10466,57543,1916463,105
239786,21,23,10466,57543,2084216,105
239787,22,21,10466,57543,1929934,105
239803,22,23,10466,57543,1920144,105
239828,23,22,10466,57543,1759878,105
239838,22,21,10466,57543,1920482,105
241664,21,23,10466,57543,2077879,105
241693,21,23,10466,57543,2088414,105
241710,22,23,10466,57543,1925624,105
241714,23,21,10466,57543,1752721,105
241744,22,21,10466,57543,1928780,105
241744,21,23,10466,57543,2083454,105
241774,23,21,10466,57543,1765168,105
241780,22,23,10466,57543,1925652,105
241796,22,21,10466,57543,1928203,105
241823,22,23,10466,57543,1922130,105
241829,23,21,10466,57543,1766303,105
241833,21,23,10466,57543,2082327,105
241844,22,21,10466,57543,1923021,105
241858,23,21,10466,57543,1764433,105
241872,22,21,10466,57543,1919597,105
241876,22,23,10466,57543,1914676,105
242153,53,51,18169,11522,2861759,120
242172,51,52,18169,11522,3101274,120
242192,51,53,18169,11522,3100241,120
242197,53,51,18169,11522,2870494,120
242228,53,51,18169,11522,2868109,120
242254,51,53,18169,11522,3110396,120
242260,53,51,18169,11522,2861446,120
242285,51,53,18169,11522,3106965,120
242289,53,52,18169,11522,2857984,120
242309,52,53,18169,11522,2611045,120
242315,52,51,18169,11522,2613454,120
242328,51,53,18169,11522,3096554,120
242374,52,51,18169,11522,2606498,120
242390,51,52,18169,11522,3091304,120
242399,52,53,18169,11522,2610150,120
242401,23,22,10466,57543,1761026,105
242403,21,22,10466,57543,2086683,105
242409,52,51,18169,11522,2610868,120
242426,51,52,18169,11522,3089433,120
242438,23,22,10466,57543,1758868,105
242456,51,52,18169,11522,3099759,120
242459,53,52,18169,11522,2856412,120
242460,52,53,18169,11522,2607318,120
242468,23,22,10466,57543,1763122,105
242470,52,51,18169,11522,2613961,120
242498,52,53,18169,11522,2612778,120
242501,23,22,10466,57543,1770542,105
242516,53,52,18169,11522,2863038,120
242546,53,52,18169,11522,2860644,120
242782,21,22,10466,57543,2088534,105
243039,21,22,10466,57543,2077584,105
243081,21,22,10466,57543,2085912,105
243174,23,21,10466,57543,1767813,105
243214,22,21,10466,57543,1930553,105
243290,23,21,10466,57543,1761054,105
243335,22,21,10466,57543,1926249,105
243339,23,21,10466,57543,1764912,105
243367,21,23,10466,57543,2089955,105
243382,22,21,10466,57543,1918176,105
243389,22,23,10466,57543,1926775,105
243411,21,23,10466,57543,2089408,105
243436,23,21,10466,57543,1767570,105
243455,22,23,10466,57543,1926759,105
243478,21,23,10466,57543,2088393,105
243485,22,21,10466,57543,1925300,105
243838,22,23,10466,57543,1920576,105
243840,21,23,10466,57543,2090438,105
243870,22,23,10466,57543,1913686,105
244078,21,22,10466,57543,2080974,105
244080,23,22,10466,57543,1762458,105
244344,23,22,10466,57543,1763164,105
244368,23,22,10466,57543,1770500,105
244383,23,22,10466,57543,1760452,105
244392,21,22,10466,57543,2081001,105
244439,21,22,10466,57543,2082882,105
244590,51,53,18169,11522,3104312,120
244594,52,53,18169,11522,2617812,120
244646,21,22,10466,57543,2088444,105
244653,52,53,18169,11522,2615994,120
244691,52,53,18169,11522,2604021,120
244862,52,53,18169,11522,2606018,120
244870,53,51,18169,11522,2870690,120
244898,51,53,18169,11522,3095924,120
244905,53,51,18169,11522,2866252,120
244907,52,51,18169,11522,2623783,120
244967,53,51,18169,11522,2864939,120
244980,52,51,18169,11522,2615799,120
245008,51,53,18169,11522,3097263,120
245016,52,51,18169,11522,2616934,120
245019,53,52,18169,11522,2854606,120
245034,51,52,18169,11522,3101744,120
245039,51,53,18169,11522,3093866,120
245083,52,51,18169,11522,2615540,120
245320,53,52,18169,11522,2876714,120
245322,53,51,18169,11522,2871201,120
245351,51,52,18169,11522,3099185,120
245573,53,52,18169,11522,2864010,120
245604,53,52,18169,11522,2865670,120
245686,21,23,10466,57543,1829946,106
245690,21,22,10466,57543,1824514,106
245691,23,21,10466,57543,1824577,106
245698,23,22,10466,57543,1816719,106
245719,21,22,10466,57543,1827329,106
245724,23,21,10466,57543,1825695,106
245730,21,23,10466,57543,1822751,106
245732,22,23,10466,57543,1822241,106
245732,22,21,10466,57543,1821689,106
245746,23,22,10466,57543,1825947,106
245748,21,23,10466,57543,1831696,106
245757,23,21,10466,57543,1820572,106
245771,21,22,10466,57543,1829740,106
245774,23,22,10466,57543,1822550,106
245777,21,23,10466,57543,1829202,106
245778,51,52,18169,11522,3095290,120
245795,23,21,10466,57543,1820489,106
245808,23,22,10466,57543,1821270,106
245812,21,22,10466,57543,1827922,106
245821,51,52,18169,11522,3102797,120
245832,22,21,10466,57543,1823243,106
245847,22,23,10466,57543,1822337,106
245882,22,23,10466,57543,1820888,106
245903,22,23,10466,57543,1830905,106
245918,22,21,10466,57543,1834888,106
245949,22,21,10466,57543,1825364,106
246424,51,53,18169,11522,3093607,120
246428,52,53,18169,11522,2622098,120
246770,51,53,18169,11522,3100619,120
246871,52,53,18169,11522,2616207,120
246952,53,51,18169,11522,2862149,120
246982,52,51,18169,11522,2613356,120
246984,52,53,18169,11522,2613634,120
246991,51,53,18169,11522,3093808,120
247085,53,51,18169,11522,2865842,120
247087,51,53,18169,11522,3104908,120
247099,52,51,18169,11522,2620032,120
247103,52,53,18169,11522,2618882,120
247138,53,51,18169,11522,2866813,120
247152,52,51,18169,11522,2618703,120
247195,53,51,18169,11522,2860315,120
247221,52,51,18169,11522,2613259,120
247482,53,52,18169,11522,2867481,120
247551,51,52,18169,11522,3093171,120
247552,53,52,18169,11522,2880254,120
247611,51,52,18169,11522,3104753,120
247661,53,52,18169,11522,2867705,120
247685,51,52,18169,11522,3094006,120
247737,51,52,18169,11522,3109994,120
248091,53,52,18169,11522,2869991,120
248425,21,23,10466,57543,1826793,106
248451,23,21,10466,57543,1830931,106
248459,21,23,10466,57543,1831601,106
248469,22,23,10466,57543,1823204,106
248489,21,23,10466,57543,1826224,106
248495,22,21,10466,57543,1821468,106
248507,22,23,10466,57543,1825002,106
248513,21,23,10466,57543,1820634,106
248529,22,21,10466,57543,1826600,106
248537,23,21,10466,57543,1821509,106
248556,21,22,10466,57543,1823514,106
248558,23,22,10466,57543,1820115,106
248562,22,23,10466,57543,1822830,106
248583,22,21,10466,57543,1820049,106
248609,22,21,10466,57543,1820031,106
248610,23,21,10466,57543,1823137,106
248623,23,22,10466,57543,1821601,106
248624,22,23,10466,57543,1827227,106
248634,23,21,10466,57543,1825496,106
248643,21,22,10466,57543,1823942,106
248671,21,22,10466,57543,1831223,106
248678,23,22,10466,57543,1822540,106
248708,21,22,10466,57543,1825974,106
248719,23,22,10466,57543,1828942,106
249683,53,51,18169,11522,2707930,121
249714,51,53,18169,11522,2710594,121
249721,53,51,18169,11522,2709580,121
249742,51,53,18169,11522,2711327,121
249762,53,51,18169,11522,2700459,121
249776,51,53,18169,11522,2697888,121
249790,53,51,18169,11522,2704650,121
249810,51,53,18169,11522,2712414,121
249862,32,33,53411,3905,4273753,135
249880,32,31,53411,3905,4280965,135
249894,31,33,53411,3905,4270401,135
249923,33,32,53411,3905,4269251,135
249924,33,31,53411,3905,4270132,135
249948,31,32,53411,3905,4254812,135
249981,31,33,53411,3905,4257468,135
250006,32,33,53411,3905,4268896,135
250040,32,31,53411,3905,4275460,135
250053,31,32,53411,3905,4260551,135
250064,31,33,53411,3905,4257283,135
250075,33,31,53411,3905,4274632,135
250102,32,33,53411,3905,4274952,135
250111,33,32,53411,3905,4263355,135
250125,32,31,53411,3905,4276278,135
250147,52,51,18169,11522,2713091,121
250149,52,53,18169,11522,2698630,121
250169,53,52,18169,11522,2708851,121
250173,31,33,53411,3905,4255327,135
250185,32,31,53411,3905,4273925,135
250192,52,51,18169,11522,2699579,121
250196,51,52,18169,11522,2696448,121
250201,52,53,18169,11522,2698660,121
250203,33,31,53411,3905,4260368,135
250217,31,32,53411,3905,4273935,135
250230,53,52,18169,11522,2721201,121
250236,32,33,53411,3905,4269217,135
250242,52,51,18169,11522,2699262,121
250249,33,32,53411,3905,4269368,135
250249,51,52,18169,11522,2695025,121
250265,53,52,18169,11522,2698233,121
250286,33,31,53411,3905,4282989,135
250289,53,52,18169,11522,2703925,121
250307,52,53,18169,11522,2704106,121
250317,33,32,53411,3905,4259097,135
250339,52,53,18169,11522,2710132,121
250524,21,23,10466,57543,1817418,106
250565,51,52,18169,11522,2711101,121
250568,22,23,10466,57543,1827564,106
250568,21,23,10466,57543,1830292,106
250576,52,51,18169,11522,2700050,121
250600,31,32,53411,3905,4259544,135
250601,21,23,10466,57543,1823690,106
250611,51,52,18169,11522,2711015,121
250613,22,23,10466,57543,1825292,106
250647,22,23,10466,57543,1827262,106
250658,21,23,10466,57543,1821523,106
250682,23,21,10466,57543,1820682,106
250702,22,23,10466,57543,1827515,106
250720,22,21,10466,57543,1831985,106
250783,23,21,10466,57543,1826298,106
250801,23,21,10466,57543,1831487,106
250827,22,21,10466,57543,1819163,106
250853,23,21,10466,57543,1830205,106
250872,23,22,10466,57543,1828370,106
250873,21,22,10466,57543,1818668,106
250886,22,21,10466,57543,1823184,106
250931,22,21,10466,57543,1819965,106
250965,23,22,10466,57543,1826043,106
251016,21,22,10466,57543,1819703,106
251142,21,22,10466,57543,1821885,106
251179,23,22,10466,57543,1820636,106
251218,21,22,10466,57543,1822304,106
251219,23,22,10466,57543,1827102,106
253454,21,23,10466,57543,825470,107
253455,23,21,10466,57543,826123,107
253457,23,22,10466,57543,824665,107
253465,23,22,10466,57543,824287,107
253473,21,23,10466,57543,825070,107
253476,21,22,10466,57543,824812,107
